sha256,baseline_signatures,deepseek-r1_7b_v0,deepseek-r1_7b_v1,deepseek-r1_7b_v2,deepseek-r1_7b_v3,gemma3_12b_v0,gemma3_12b_v1,gemma3_12b_v2,gemma3_12b_v3,llama3.1_8b_v0,llama3.1_8b_v1,llama3.1_8b_v2,llama3.1_8b_v3,qwen3_v0,qwen3_v1,qwen3_v2,qwen3_v3
7bdd1409b080eb85,queries_computer_name; queries_keyboard_layout; queries_locale_api; accesses_public_folder; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; accesses_recyclebin; injection_rwx; infostealer_browser; persistence_autorun; persistence_autorun_tasks; procmem_yara; deletes_self; removes_zoneid_ads,terminates_remote_process,reads_memory_remote_process,registry_credential_store_access,reads_memory_remote_process,reads_memory_remote_process,reads_memory_remote_process,anomalous_deletefile; reads_memory_remote_process; infostealer_keylog,,infostealer_browser; terminates_remote_process,infostealer_browser,terminates_remote_process,,infostealer_browser,terminates_remote_process,terminates_remote_process,infostealer_browser; terminates_remote_process
7df87c244e6bdfe4,antivm_checks_available_memory; dead_connect; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration,injection_rwx; procmem_yara,static_pe_pdbpath; injection_rwx; contains_pe_overlay; static_pe_anomaly; packer_entropy; procmem_yara,static_pe_pdbpath; injection_rwx; contains_pe_overlay; static_pe_anomaly; packer_entropy; procmem_yara,,,,,,,,,,,,,
7f1aefd9c73a1eb6,antivm_checks_available_memory; queries_user_name; dead_connect; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; antiav_servicestop; persistence_autorun; deletes_executed_files; disables_windowsupdate,injection_rwx; dropper; procmem_yara,packer_entropy; static_pe_pdbpath; dropper; injection_rwx; createtoolhelp32snapshot_module_enumeration; procmem_yara,injection_rwx; procmem_yara; packer_entropy; static_pe_pdbpath; dropper,injection_rwx; procmem_yara; packer_entropy; static_pe_pdbpath; dropper,,,,,,,,,queries_keyboard_layout; queries_locale_api; reads_self,,queries_keyboard_layout; queries_locale_api; reads_self,
7f874dbe9430e9e5,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,queries_locale_api; queries_keyboard_layout; mouse_movement_detect
7fc8e1b0767bfe07,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,uses_windows_utilities; resumethread_remote_process; stealth_timeout; recon_beacon; queries_computer_name; dynamic_function_loading; queries_keyboard_layout; persistence_autorun_tasks; queries_locale_api; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; reads_self; stealth_window; infostealer_cookies; injection_write_process; http_request; cmdline_obfuscation; suspicious_command_tools; antiav_detectfile,,,,,,,
7fe0a0c797d7098d,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,infostealer_cookies; reads_self,,,,,,,stealth_timeout,,,queries_keyboard_layout; queries_locale_api,queries_keyboard_layout; queries_locale_api,
8006ab2944380f5a,antivm_checks_available_memory; queries_keyboard_layout; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; static_pe_pdbpath; injection_rwx; injection_write_exe_process; procmem_yara,terminates_remote_process,,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,,,,,terminates_remote_process,,queries_keyboard_layout,terminates_remote_process; queries_keyboard_layout
811a515786324b20,antivm_checks_available_memory; queries_computer_name; queries_user_name; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; injection_rwx; injection_write_exe_process; procmem_yara; recon_fingerprint,packer_entropy; pe_compile_timestomping,packer_entropy; pe_compile_timestomping,packer_entropy; pe_compile_timestomping,packer_entropy; pe_compile_timestomping,,terminates_remote_process,terminates_remote_process,terminates_remote_process,,,,,,reads_self,,
8184ac46ddaa040d,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,,,,,,,,,,,,
81c87773f7f1c9f8,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,enumerates_physical_drives; physical_drive_access; antisandbox_unhook,antisandbox_unhook,antisandbox_unhook,antisandbox_unhook,,,,,,enumerates_physical_drives; physical_drive_access,enumerates_physical_drives; physical_drive_access,
84bf119e88f1856d,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
84c1c645ac02856d,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,terminates_remote_process,,,,,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,terminates_remote_process,queries_keyboard_layout,terminates_remote_process,,,,,
860282e784a0dc2d,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
8669a71f4b3e2c7e,antivm_checks_available_memory; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,antivm_generic_system; creates_suspended_process; queries_computer_name; terminates_remote_process,antivm_generic_system; creates_suspended_process; queries_computer_name; terminates_remote_process,queries_computer_name,antivm_generic_system; creates_suspended_process; queries_computer_name; terminates_remote_process,,enumerates_physical_drives; antisandbox_unhook; physical_drive_access,enumerates_physical_drives; antisandbox_unhook; physical_drive_access,enumerates_physical_drives; antisandbox_unhook; physical_drive_access,,,,,,,,
868f0c88c0833607,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,physical_drive_access; enumerates_physical_drives,,physical_drive_access; enumerates_physical_drives,,,,,,,,,,,,,
870623be2fa10fa1,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,antisandbox_unhook,physical_drive_access; antisandbox_unhook; enumerates_physical_drives,physical_drive_access; antisandbox_unhook; enumerates_physical_drives,antisandbox_unhook,,,,,,,,
8752c22ba990f4dd,queries_computer_name; queries_user_name; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; enumerates_running_processes; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; persistence_autorun; stop_ransomware_registry; virus; procmem_yara; ransomware_files; stop_ransom_mutexes; stop_ransomware_cmd; ransomware_stopdjvu; suspicious_command_tools,,,,,,terminates_remote_process; antivm_checks_available_memory; antivm_generic_system,,,,,,,antisandbox_sleep,antisandbox_sleep,antisandbox_sleep,
879f2f1584ebdada,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; persistence_autorun; procmem_yara; deletes_executed_files,,,,,,,,,,,queries_keyboard_layout; queries_locale_api,,,,queries_keyboard_layout; queries_locale_api,
88cfd1e05f0460b7,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; persistence_autorun; procmem_yara; deletes_executed_files,,,,,,,,stealth_window; queries_locale_api; dynamic_function_loading; infostealer_cookies; cmdline_obfuscation; antisandbox_sleep; queries_computer_name; stealth_timeout; injection_write_process; antivm_generic_system; terminates_remote_process; queries_keyboard_layout; suspicious_command_tools; antisandbox_unhook; uses_windows_utilities_to_create_scheduled_task; antiav_detectfile; uses_windows_utilities; persistence_autorun_tasks; recon_beacon; queries_user_name; creates_suspended_process; disables_windowsupdate; resumethread_remote_process; http_request; antiav_servicestop,,,,,,,,
88fad3262ad6a29d,queries_computer_name; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; http_request; packer_entropy; injection_rwx; network_fake_useragent; procmem_yara,,,,,,,,,,,stealth_timeout,,,,,
8c975c635b3016d9,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,enumerates_physical_drives; physical_drive_access; antisandbox_unhook,enumerates_physical_drives; physical_drive_access; antisandbox_unhook,enumerates_physical_drives; physical_drive_access; antisandbox_unhook,antisandbox_unhook,,,,,,,,
8cd1795a98c9fc8a,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; terminates_remote_process; packer_entropy; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; suspicious_command_tools,,,antivm_checks_available_memory; antivm_generic_system,,,terminates_remote_process,,,process_interest; antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes,process_interest; antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes,process_interest; antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes,process_interest; antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes,,,,
8f36d84fda591c29,antivm_checks_available_memory; queries_computer_name; queries_user_name; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; encrypted_ioc; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; stealth_window; packer_entropy; injection_rwx; script_tool_executed; infostealer_cookies; injection_write_exe_process; procmem_yara; windows_defender_powershell,terminates_remote_process,,terminates_remote_process,terminates_remote_process,antisandbox_unhook,,,,antisandbox_unhook,terminates_remote_process; antisandbox_unhook,antisandbox_unhook,antisandbox_unhook,,,,terminates_remote_process
91a94cfcd6fab109,antivm_checks_available_memory; dead_connect; queries_keyboard_layout; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; antivm_network_adapters; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara; static_pe_anomaly,,,,,,,,,,,,,,,,
91c7bbe56b463a31,packer_entropy; contains_pe_overlay; binary_yara,,,,,,,,,,,,,,,,
91cdc7aaff5c03de,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; encrypted_ioc; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; stealth_window; packer_entropy; injection_rwx; script_tool_executed; infostealer_cookies; injection_write_exe_process; procmem_yara; antisandbox_sboxie_libs; windows_defender_powershell; remcos_mutexes; remcos_regkeys,terminates_remote_process; antisandbox_unhook,reads_self,,antisandbox_unhook,,terminates_remote_process,terminates_remote_process,terminates_remote_process,antisandbox_unhook,,antisandbox_unhook,,,,,antisandbox_unhook
922668b01595c1d0,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; terminates_remote_process; packer_entropy; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; suspicious_command_tools,,,,reads_memory_remote_process; antisandbox_unhook; enumerates_running_processes; process_interest,,,terminates_remote_process,,,,,,antivm_checks_available_memory; antivm_generic_system,,,
9270a381a5fc9e49,antivm_checks_available_memory; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,terminates_remote_process,queries_keyboard_layout; terminates_remote_process,terminates_remote_process,queries_keyboard_layout; terminates_remote_process,,terminates_remote_process,terminates_remote_process,,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout; terminates_remote_process,queries_keyboard_layout,,
931d72ff6bc6ddd9,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,,queries_keyboard_layout; queries_locale_api,queries_keyboard_layout; queries_locale_api,
95213160908e9147,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,stealth_timeout,,,,,,,,,,,,queries_keyboard_layout; reads_self; queries_locale_api,queries_keyboard_layout; queries_locale_api,
955e4add7fef7602,antivm_checks_available_memory; dead_connect; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
9741701db793dce7,antivm_checks_available_memory; queries_computer_name; dead_connect; queries_locale_api; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,,,,,,,stealth_timeout,,terminates_remote_process,terminates_remote_process,terminates_remote_process,,,,,
97f29e138df5a6ba,exec_crash; language_check_registry; process_interest; packer_unknown_pe_section_name; antidebug_ntsetinformationthread; injection_rwx; packer_themida; antidebug_windows; procmem_yara; static_pe_anomaly; antidebug_devices; antiemu_wine_reg; antivm_generic_bios; antivm_vbox_keys,,,,,,,,,,,,,,,,
97fcce5d93aac953,antivm_checks_available_memory; dead_connect; queries_keyboard_layout; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; network_connection_via_suspicious_process; injection_rwx; injection_write_exe_process; procmem_yara,,,,,,,,,,,,,,,,queries_locale_api; reads_self
9a58dd63b5186654,antivm_checks_available_memory; queries_computer_name; dead_connect; antidebug_setunhandledexceptionfilter; language_check_registry; http_request; suspicious_communication_trusted_site; packer_entropy; contains_pe_overlay; injection_rwx; infostealer_cookies; multiple_useragents; network_fake_useragent; procmem_yara; recon_fingerprint,,,,,,,,,,,,,,,,
9b29593a97dbf3bc,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,registry_credential_store_access,registry_credential_store_access,,registry_credential_store_access,,,,,,,,
9b3a50dc10eb0e67,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antidebug_windows; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_avast_libs; antiav_detectfile; antisandbox_sboxie_libs; antivm_generic_diskreg; cmdline_obfuscation; suspicious_command_tools,reads_self,,,,,,,,,,,,language_check_registry; antivm_checks_available_memory; packer_entropy; antidebug_setunhandledexceptionfilter; antidebug_guardpages; injection_rwx,http_request; creates_suspended_process; suspicious_command_tools; antivm_checks_available_memory; packer_entropy; antivm_generic_system; language_check_registry; persistence_autorun; dropper; recon_beacon; persistence_autorun_tasks; terminates_remote_process; antiav_avast_libs; queries_computer_name; uses_windows_utilities; stealth_timeout; dead_connect; injection_rwx; queries_user_name; resumethread_remote_process; antidebug_setunhandledexceptionfilter; antiav_detectfile; antidebug_windows; antidebug_guardpages; infostealer_cookies; antisandbox_sleep; queries_keyboard_layout; procmem_yara; cmdline_obfuscation; queries_locale_api; antivm_generic_diskreg; antisandbox_sboxie_libs; uses_windows_utilities_to_create_scheduled_task; stealth_window,injection_rwx; language_check_registry; antidebug_setunhandledexceptionfilter; antivm_checks_available_memory; packer_entropy; antidebug_guardpages,injection_rwx; language_check_registry; antidebug_setunhandledexceptionfilter; antivm_checks_available_memory; packer_entropy; antidebug_guardpages
9b663f8378612dab,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,,,,
9b7c71c299faeabc,antivm_checks_available_memory; queries_computer_name; dead_connect; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; suspicious_communication_trusted_site; infostealer_cookies; injection_write_exe_process; multiple_useragents; injection_runpe; recon_fingerprint,pe_compile_timestomping; injection_rwx; procmem_yara; binary_yara; static_pe_pdbpath; reads_self; encrypted_ioc,,pe_compile_timestomping; injection_rwx; procmem_yara; binary_yara; static_pe_pdbpath; reads_self; encrypted_ioc,pe_compile_timestomping; injection_rwx; procmem_yara; binary_yara; static_pe_pdbpath; reads_self; encrypted_ioc,,,,,,queries_keyboard_layout; queries_locale_api,,,suspicious_communication_trusted_site; injection_runpe; queries_computer_name; injection_write_exe_process; dead_connect; procmem_yara; injection_write_process; recon_fingerprint; antisandbox_sleep; infostealer_cookies; multiple_useragents; http_request; resumethread_remote_process,injection_write_process; recon_fingerprint; injection_runpe; queries_computer_name; injection_write_exe_process; resumethread_remote_process; procmem_yara,injection_runpe; injection_write_exe_process; procmem_yara; injection_write_process; resumethread_remote_process,
9be494b1233a38c3,antivm_checks_available_memory; queries_computer_name; queries_user_name; queries_locale_api; antidebug_setunhandledexceptionfilter; generates_crypto_key; exec_crash; language_check_registry; antidebug_guardpages; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; suspicious_communication_trusted_site; enumerates_running_processes; stealth_window; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; recon_programs; procmem_yara; pe_compile_timestomping; infostealer_ftp; injection_runpe; recon_fingerprint,accesses_recyclebin; deletes_executed_files; queries_keyboard_layout; stealth_timeout; uses_windows_utilities; accesses_public_folder; suspicious_command_tools,,deletes_executed_files; queries_keyboard_layout; stealth_timeout; uses_windows_utilities; dropper; accesses_recyclebin; accesses_public_folder; suspicious_command_tools,accesses_recyclebin; deletes_executed_files; queries_keyboard_layout; stealth_timeout; uses_windows_utilities; accesses_public_folder; suspicious_command_tools,,,cmdline_terminate,,http_request; infostealer_ftp; suspicious_communication_trusted_site; uses_windows_utilities; queries_keyboard_layout; suspicious_command_tools; queries_user_name; stealth_timeout; recon_fingerprint; deletes_executed_files; queries_computer_name; dropper; accesses_recyclebin; enumerates_running_processes; accesses_public_folder; recon_programs; resumethread_remote_process,http_request; infostealer_ftp; suspicious_communication_trusted_site; uses_windows_utilities; queries_keyboard_layout; suspicious_command_tools; queries_user_name; recon_fingerprint; deletes_executed_files; queries_computer_name; dropper; accesses_recyclebin; enumerates_running_processes; accesses_public_folder; recon_programs; resumethread_remote_process,http_request; infostealer_ftp; suspicious_communication_trusted_site; uses_windows_utilities; queries_keyboard_layout; suspicious_command_tools; queries_user_name; stealth_timeout; recon_fingerprint; deletes_executed_files; queries_computer_name; dropper; accesses_recyclebin; enumerates_running_processes; accesses_public_folder; recon_programs; resumethread_remote_process; terminates_remote_process,terminates_remote_process,terminates_remote_process,mouse_movement_detect; terminates_remote_process,terminates_remote_process,terminates_remote_process
9c31f5ab8d64f1b2,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,procmem_yara,,,,antisandbox_unhook,,,,,,,,,,,
9c4fd015ee98e884,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,procmem_yara,procmem_yara,procmem_yara,,mouse_movement_detect; queries_locale_api; queries_keyboard_layout,,mouse_movement_detect; queries_locale_api; queries_keyboard_layout
9c5a9d62bf2bbbf6,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,queries_locale_api; reads_self; queries_keyboard_layout,,,,,,,,,,,,,,
